 508,95,541,95,541,269,508,269,unlabelled
 356,212,379,212,379,229,356,229,unlabelled
 350,259,383,259,383,784,350,784,unlabelled
 405,333,448,333,448,536,405,536,unlabelled
 303,223,324,223,324,715,303,715,unlabelled
 510,732,545,732,545,765,510,765,unlabelled
 513,819,532,819,532,843,513,843,unlabelled
 255,176,275,176,275,196,255,196,unlabelled
 256,225,276,225,276,244,256,244,unlabelled
 217,175,240,175,240,243,217,243,unlabelled
 185,178,205,178,205,312,185,312,unlabelled
 207,68,222,68,222,84,207,84,unlabelled
 205,108,224,108,224,125,205,125,unlabelled
 160,63,178,63,178,82,160,82,unlabelled
 156,107,176,107,176,127,156,127,unlabelled
 131,168,146,168,146,257,131,257,unlabelled
 267,469,283,469,283,551,267,551,unlabelled
 247,464,265,464,265,768,247,768,unlabelled
 202,473,234,473,234,604,202,604,unlabelled
 195,609,244,609,244,803,195,803,unlabelled
 162,531,184,531,184,707,162,707,unlabelled
 885,140,902,140,902,246,885,246,unlabelled
 869,142,886,142,886,264,869,264,unlabelled
 851,140,868,140,868,246,851,246,unlabelled
 1152,421,1189,421,1189,593,1152,593,unlabelled
 1123,440,1142,440,1142,558,1123,558,unlabelled
 1075,331,1101,331,1101,462,1075,462,unlabelled
 1070,645,1106,645,1106,681,1070,681,unlabelled
 1037,298,1057,298,1057,569,1037,569,unlabelled
 1020,306,1037,306,1037,527,1020,527,unlabelled
 965,263,1004,263,1004,334,965,334,unlabelled
 968,508,1001,508,1001,714,968,714,unlabelled
 902,312,921,312,921,490,902,490,unlabelled
 886,292,902,292,902,542,886,542,unlabelled
 869,296,886,296,886,542,869,542,unlabelled
 853,299,871,299,871,735,853,735,unlabelled
 836,296,852,296,852,515,836,515,unlabelled
 817,297,833,297,833,507,817,507,unlabelled
 933,801,957,801,957,889,933,889,unlabelled
 1175,984,1195,984,1195,1086,1175,1086,unlabelled
 1124,901,1143,901,1143,1122,1124,1122,unlabelled
 1083,942,1109,942,1109,1098,1083,1098,unlabelled
 1053,865,1075,865,1075,1158,1053,1158,unlabelled
 1025,864,1045,864,1045,1176,1025,1176,unlabelled
 991,884,1016,884,1016,1150,991,1150,unlabelled
 892,1154,1070,1154,1070,1191,892,1191,unlabelled
 936,997,956,997,956,1063,936,1063,unlabelled
 816,913,838,913,838,970,816,970,unlabelled
 814,977,870,977,870,1066,814,1066,unlabelled
 810,1213,1138,1213,1138,1231,810,1231,unlabelled
 814,1235,1138,1235,1138,1251,814,1251,unlabelled
 767,1299,912,1299,912,1320,767,1320,unlabelled
 941,1298,972,1298,972,1317,941,1317,unlabelled
 1007,1297,1020,1297,1020,1318,1007,1318,unlabelled
 1051,1298,1122,1298,1122,1317,1051,1317,unlabelled
 1140,1298,1184,1298,1184,1317,1140,1317,unlabelled
 1129,1343,1178,1343,1178,1358,1129,1358,unlabelled
 1033,1341,1044,1341,1044,1358,1033,1358,unlabelled
 794,1342,850,1342,850,1360,794,1360,unlabelled
 919,1383,974,1383,974,1408,919,1408,unlabelled
 1130,1384,1176,1384,1176,1403,1130,1403,unlabelled
 1165,1407,1177,1407,1177,1423,1165,1423,unlabelled
 917,1451,1012,1451,1012,1471,917,1471,unlabelled
 1129,1450,1184,1450,1184,1468,1129,1468,unlabelled
 918,1474,1012,1474,1012,1493,918,1493,unlabelled
 1147,1473,1183,1473,1183,1491,1147,1491,unlabelled
 921,1496,1002,1496,1002,1511,921,1511,unlabelled
 1165,1494,1184,1494,1184,1513,1165,1513,unlabelled
 920,1516,1002,1516,1002,1536,920,1536,unlabelled
 1164,1516,1184,1516,1184,1533,1164,1533,unlabelled
 919,1562,976,1562,976,1581,919,1581,unlabelled
 1133,1558,1178,1558,1178,1578,1133,1578,unlabelled
 770,1624,902,1624,902,1643,770,1643,unlabelled
 770,1648,1034,1648,1034,1666,770,1666,unlabelled
 767,1690,1019,1690,1019,1707,767,1707,unlabelled
 770,1712,1016,1712,1016,1730,770,1730,unlabelled
 274,1064,309,1064,309,1098,274,1098,unlabelled
 664,1609,701,1609,701,1637,664,1637,unlabelled
