 424,301,598,301,598,325,424,325,unlabelled
 727,326,900,326,900,347,727,347,unlabelled
 426,343,459,343,459,362,426,362,unlabelled
 776,345,892,345,892,364,776,364,unlabelled
 753,364,838,364,838,384,753,384,unlabelled
 883,365,893,365,893,380,883,380,unlabelled
 467,384,559,384,559,418,467,418,unlabelled
 224,414,404,414,404,440,224,440,unlabelled
 217,477,350,477,350,495,217,495,unlabelled
 1506,533,1524,533,1524,594,1506,594,unlabelled
 217,455,265,455,265,475,217,475,unlabelled
 186,511,428,511,428,532,186,532,unlabelled
 184,532,300,532,300,553,184,553,unlabelled
 405,457,687,457,687,476,405,476,unlabelled
 1105,347,1124,347,1124,553,1105,553,unlabelled
 1142,396,1159,396,1159,592,1142,592,unlabelled
 1159,503,1175,503,1175,593,1159,593,unlabelled
 1178,529,1196,529,1196,593,1178,593,unlabelled
 1215,318,1232,318,1232,593,1215,593,unlabelled
 1233,320,1254,320,1254,596,1233,596,unlabelled
 1253,322,1274,322,1274,596,1253,596,unlabelled
 1289,550,1306,550,1306,582,1289,582,unlabelled
 1295,337,1311,337,1311,375,1295,375,unlabelled
 1292,430,1309,430,1309,458,1292,458,unlabelled
 1307,475,1327,475,1327,592,1307,592,unlabelled
 1314,334,1330,334,1330,378,1314,378,unlabelled
 1333,329,1349,329,1349,366,1333,366,unlabelled
 1330,509,1344,509,1344,593,1330,593,unlabelled
 1345,527,1359,527,1359,591,1345,591,unlabelled
 1364,493,1380,493,1380,580,1364,580,unlabelled
 1384,503,1399,503,1399,598,1384,598,unlabelled
 1352,340,1366,340,1366,408,1352,408,unlabelled
 1372,336,1386,336,1386,374,1372,374,unlabelled
 1391,335,1406,335,1406,375,1391,375,unlabelled
 1487,499,1504,499,1504,597,1487,597,unlabelled
 983,175,1001,175,1001,202,983,202,unlabelled
 1561,451,1591,451,1591,528,1561,528,unlabelled
 1558,323,1587,323,1587,416,1558,416,unlabelled
