 684,158,934,158,934,180,684,180,unlabelled
 390,175,583,175,583,208,390,208,unlabelled
 114,190,256,190,256,228,114,228,unlabelled
 316,198,358,198,358,239,316,239,unlabelled
 413,233,683,233,683,274,413,274,unlabelled
 1098,231,1115,231,1115,255,1098,255,unlabelled
 327,292,403,292,403,309,327,309,unlabelled
 310,284,306,284,306,312,310,312,unlabelled
 484,308,705,308,705,332,484,332,unlabelled
 256,350,314,350,314,368,256,368,unlabelled
 107,368,405,368,405,390,107,390,unlabelled
 697,387,761,387,761,407,697,407,unlabelled
 698,426,799,426,799,446,698,446,unlabelled
 123,566,487,566,487,600,123,600,unlabelled
 193,289,289,289,289,309,193,309,unlabelled
 249,308,357,308,357,330,249,330,unlabelled
 141,347,218,347,218,365,141,365,unlabelled
 123,330,293,330,293,348,123,348,unlabelled
 106,402,403,402,403,423,106,423,unlabelled
 134,424,658,424,658,446,134,446,unlabelled
