 22,9,326,9,326,24,22,24,unlabelled
 239,29,321,29,321,53,239,53,unlabelled
 351,135,473,135,473,154,351,154,unlabelled
 555,134,656,134,656,154,555,154,unlabelled
 506,176,536,176,536,199,506,199,unlabelled
 409,222,496,222,496,258,409,258,unlabelled
 221,219,286,219,286,257,221,257,unlabelled
 223,259,313,259,313,280,223,280,unlabelled
 378,260,493,260,493,281,378,281,unlabelled
 554,260,588,260,588,279,554,279,unlabelled
 224,282,522,282,522,303,224,303,unlabelled
 224,305,439,305,439,322,224,322,unlabelled
 331,326,375,326,375,344,331,344,unlabelled
 379,326,409,326,409,344,379,344,unlabelled
 162,392,268,392,268,409,162,409,unlabelled
 289,392,369,392,369,409,289,409,unlabelled
 399,391,474,391,474,411,399,411,unlabelled
 164,415,409,415,409,430,164,430,unlabelled
 422,414,468,414,468,432,422,432,unlabelled
 731,342,775,342,775,359,731,359,unlabelled
 983,308,1035,308,1035,359,983,359,unlabelled
 159,587,335,587,335,618,159,618,unlabelled
 372,675,600,675,600,729,372,729,unlabelled
 794,582,829,582,829,619,794,619,unlabelled
 881,598,915,598,915,619,881,619,unlabelled
 327,736,603,736,603,776,327,776,unlabelled
 641,744,853,744,853,785,641,785,unlabelled
 288,797,558,797,558,824,288,824,unlabelled
 573,803,779,803,779,824,573,824,unlabelled
 220,848,291,848,291,871,220,871,unlabelled
 262,751,283,751,283,769,262,769,unlabelled
 219,884,289,884,289,902,219,902,unlabelled
 220,919,353,919,353,941,220,941,unlabelled
 110,898,129,898,129,916,110,916,unlabelled
 157,898,174,898,174,918,157,918,unlabelled
 155,944,173,944,173,964,155,964,unlabelled
 109,946,128,946,128,963,109,963,unlabelled
 207,977,303,977,303,992,207,992,unlabelled
 497,834,582,834,582,852,497,852,unlabelled
 496,854,799,854,799,875,496,875,unlabelled
 499,883,629,883,629,917,499,917,unlabelled
 634,878,829,878,829,925,634,925,unlabelled
 551,932,733,932,733,956,551,956,unlabelled
 985,334,990,334,990,334,985,334,unlabelled
 1118,772,1170,772,1170,816,1118,816,unlabelled
