 881,44,1199,44,1199,66,881,66,unlabelled
 179,153,302,153,302,196,179,196,unlabelled
 366,204,396,204,396,232,366,232,unlabelled
 88,219,294,219,294,241,88,241,unlabelled
 94,272,152,272,152,293,94,293,unlabelled
 328,349,394,349,394,373,328,373,unlabelled
 77,350,103,350,103,374,77,374,unlabelled
 117,348,145,348,145,372,117,372,unlabelled
 81,387,147,387,147,407,81,407,unlabelled
 372,387,394,387,394,410,372,410,unlabelled
 85,470,125,470,125,510,85,510,unlabelled
 333,471,395,471,395,507,333,507,unlabelled
 189,626,397,626,397,647,189,647,unlabelled
 166,688,331,688,331,706,166,706,unlabelled
 158,670,271,670,271,686,158,686,unlabelled
 105,710,274,710,274,728,105,728,unlabelled
 112,747,214,747,214,773,112,773,unlabelled
 82,291,382,291,382,311,82,311,unlabelled
 155,312,206,312,206,331,155,331,unlabelled
 236,312,277,312,277,331,236,331,unlabelled
 328,312,393,312,393,331,328,331,unlabelled
 360,409,391,409,391,429,360,429,unlabelled
 159,386,205,386,205,407,159,407,unlabelled
 84,409,198,409,198,428,84,428,unlabelled
 85,430,164,430,164,451,85,451,unlabelled
 331,431,394,431,394,453,331,453,unlabelled
 82,510,185,510,185,530,82,530,unlabelled
 331,511,395,511,395,530,331,530,unlabelled
 82,585,188,585,188,605,82,605,unlabelled
 209,587,373,587,373,605,209,605,unlabelled
 81,607,388,607,388,626,81,626,unlabelled
 84,630,180,630,180,648,84,648,unlabelled
 82,688,159,688,159,709,82,709,unlabelled
 300,669,395,669,395,687,300,687,unlabelled
 82,669,152,669,152,688,82,688,unlabelled
 82,649,139,649,139,667,82,667,unlabelled
 146,650,230,650,230,668,146,668,unlabelled
