 8,16,185,16,185,47,8,47,unlabelled
 396,59,868,59,868,86,396,86,unlabelled
 475,91,797,91,797,110,475,110,unlabelled
 75,135,147,135,147,158,75,158,unlabelled
 158,137,296,137,296,159,158,159,unlabelled
 72,163,146,163,146,180,72,180,unlabelled
 159,163,299,163,299,182,159,182,unlabelled
 73,186,206,186,206,207,73,207,unlabelled
 213,186,308,186,308,205,213,205,unlabelled
 318,185,525,185,525,203,318,203,unlabelled
 74,210,168,210,168,229,74,229,unlabelled
 181,210,268,210,268,229,181,229,unlabelled
 482,264,791,264,791,286,482,286,unlabelled
 86,344,171,344,171,363,86,363,unlabelled
 87,369,573,369,573,388,87,388,unlabelled
 84,391,304,391,304,407,84,407,unlabelled
 83,426,220,426,220,443,83,443,unlabelled
 85,449,579,449,579,467,85,467,unlabelled
 84,470,307,470,307,486,84,486,unlabelled
 85,503,219,503,219,521,85,521,unlabelled
 87,525,582,525,582,544,87,544,unlabelled
 86,547,123,547,123,563,86,563,unlabelled
 129,549,358,549,358,563,129,563,unlabelled
 87,583,220,583,220,598,87,598,unlabelled
 88,600,515,600,515,614,88,614,unlabelled
 84,653,219,653,219,674,84,674,unlabelled
 84,680,260,680,260,695,84,695,unlabelled
 85,703,168,703,168,718,85,718,unlabelled
 82,725,271,725,271,743,82,743,unlabelled
 83,748,356,748,356,769,83,769,unlabelled
 82,807,179,807,179,826,82,826,unlabelled
 84,829,160,829,160,848,84,848,unlabelled
 480,897,792,897,792,920,480,920,unlabelled
 85,972,170,972,170,993,85,993,unlabelled
 84,1000,563,1000,563,1020,84,1020,unlabelled
 84,1023,305,1023,305,1038,84,1038,unlabelled
 83,1056,220,1056,220,1074,83,1074,unlabelled
 83,1112,220,1112,220,1132,83,1132,unlabelled
 81,1138,261,1138,261,1154,81,1154,unlabelled
 84,1160,169,1160,169,1177,84,1177,unlabelled
 83,1183,269,1183,269,1201,83,1201,unlabelled
 84,1209,354,1209,354,1225,84,1225,unlabelled
 83,1265,178,1265,178,1285,83,1285,unlabelled
 84,1289,161,1289,161,1306,84,1306,unlabelled
 572,1355,702,1355,702,1379,572,1379,unlabelled
 82,1399,199,1399,199,1418,82,1418,unlabelled
 83,1423,417,1423,417,1440,83,1440,unlabelled
 81,1468,200,1468,200,1487,81,1487,unlabelled
 80,1492,260,1492,260,1511,80,1511,unlabelled
 84,1515,170,1515,170,1533,84,1533,unlabelled
 84,1538,270,1538,270,1558,84,1558,unlabelled
 84,1562,356,1562,356,1582,84,1582,unlabelled
 85,1607,309,1607,309,1627,85,1627,unlabelled
 681,1609,1191,1609,1191,1629,681,1629,unlabelled
 999,1526,1091,1526,1091,1548,999,1548,unlabelled
 1004,1475,1092,1475,1092,1500,1004,1500,unlabelled
 949,1427,1092,1427,1092,1449,949,1449,unlabelled
 1154,1430,1187,1430,1187,1446,1154,1446,unlabelled
 982,1401,1092,1401,1092,1423,982,1423,unlabelled
 1103,1402,1187,1402,1187,1423,1103,1423,unlabelled
 1102,1529,1186,1529,1186,1547,1102,1547,unlabelled
 1102,1479,1187,1479,1187,1496,1102,1496,unlabelled
 1103,1000,1190,1000,1190,1020,1103,1020,unlabelled
 1143,970,1183,970,1183,994,1143,994,unlabelled
 1103,525,1189,525,1189,543,1103,543,unlabelled
 1104,449,1188,449,1188,464,1104,464,unlabelled
 1116,370,1189,370,1189,388,1116,388,unlabelled
 1141,343,1185,343,1185,361,1141,361,unlabelled
 1178,134,1198,134,1198,155,1178,155,unlabelled
